date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:58:10	2299/2299	---MCZ	200	added ('OK')	text/xml	date:Sun,%2028%20Jul%202024%2017:58:07%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fhomeslug%2Fhistory%2F&format=xml	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embedf894	(from https://ramsteinboyscouts.com/homeslug/history/)
13:58:29	148338/148338	---M--	200	added ('OK')	image/jpeg	etag:%226391df96-24372%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/Charter-1-First-Charter-17-Sept-1953-1.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/Charter-1-First-Charter-17-Sept-1953-1.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:58:35	133490/133490	---M--	200	added ('OK')	image/jpeg	etag:%226391e4a5-20972%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1955-Troop-Camp-Out-2.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1955-Troop-Camp-Out-2.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:58:35	149557/149557	---M--	200	added ('OK')	image/jpeg	etag:%226391dfa0-24835%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/Charter-1-First-Charter-17-Sept-1953-Page-2-2.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/Charter-1-First-Charter-17-Sept-1953-Page-2-2.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:58:54	238596/238596	---M--	200	added ('OK')	image/jpeg	etag:%226391e712-3a404%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1955-1958-Troop-Camp-Out-1-3.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1955-1958-Troop-Camp-Out-1-3.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:04	145940/145940	---M--	200	added ('OK')	image/jpeg	etag:%226391eaa2-23a14%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/ScoutHike-to-Tripstatt.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/ScoutHike-to-Tripstatt.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:07	172505/172505	---M--	200	added ('OK')	image/jpeg	etag:%226391e928-2a1d9%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1955-1958-Troop-Camp-Out-2-4.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1955-1958-Troop-Camp-Out-2-4.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:10	224196/224196	---M--	200	added ('OK')	image/jpeg	etag:%226391e71a-36bc4%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1955-1958-Troop-Camp-Out-3.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1955-1958-Troop-Camp-Out-3.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:22	155012/155012	---M--	200	added ('OK')	image/jpeg	etag:%226391e906-25d84%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1958-JuneCamporee-3.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1958-JuneCamporee-3.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:26	122586/122586	---M--	200	added ('OK')	image/jpeg	etag:%226391e7a6-1deda%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1958-JuneCamporee-2-1.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1958-JuneCamporee-2-1.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:31	51187/51187	---M--	200	added ('OK')	image/jpeg	etag:%226391ee84-c7f3%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1956-Stars-and-stripes-local-explorer-scouts-leave-for-copenhagen2-1.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1956-Stars-and-stripes-local-explorer-scouts-leave-for-copenhagen2-1.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:31	136210/136210	---M--	200	added ('OK')	image/jpeg	etag:%226391ef03-21412%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1959-CastleRuinsatKirnApril-3.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1959-CastleRuinsatKirnApril-3.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:34	136737/136737	---M--	200	added ('OK')	image/jpeg	etag:%226391ee7f-21621%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1956-Stars-and-stripes-local-explorer-scouts-leave-for-copenhagen1-1.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1956-Stars-and-stripes-local-explorer-scouts-leave-for-copenhagen1-1.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:38	16804/16804	---M--	200	added ('OK')	image/jpeg	etag:%22639311de-41a4%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/RoyMoya1.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/RoyMoya1.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:38	27271/27271	---M--	200	added ('OK')	image/jpeg	etag:%2263931147-6a87%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1958-Stars-and-Stripes-Base-Weather-Man-Wins-Praise-for-Scouting-Aid2-3.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1958-Stars-and-Stripes-Base-Weather-Man-Wins-Praise-for-Scouting-Aid2-3.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:47	132991/132991	---M--	200	added ('OK')	image/jpeg	etag:%226391ee90-2077f%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1956-Stars-and-stripes-local-explorer-scouts-leave-for-copenhagen3-2.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1956-Stars-and-stripes-local-explorer-scouts-leave-for-copenhagen3-2.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:57	200375/200375	---M--	200	added ('OK')	image/jpeg	etag:%2263931153-30eb7%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/1958-Stars-and-Stripes-Base-Weather-Man-Wins-Praise-for-Scouting-Aid-3.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/1958-Stars-and-Stripes-Base-Weather-Man-Wins-Praise-for-Scouting-Aid-3.jpg	(from https://ramsteinboyscouts.com/homeslug/history/)
13:59:57	6453/6453	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:59:38%20GMT	https://ramsteinboyscouts.com/wp-json/wp/v2/pages/717	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/wp/v2/pages/717.json	(from https://ramsteinboyscouts.com/join/)
13:59:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2028%20Jul%202024%2017:59:57%20GMT	https://ramsteinboyscouts.com/?p=717	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/index6683.html	(from https://ramsteinboyscouts.com/join/)
13:59:57	2109/2109	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:59:57%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fjoin%2F	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embeda15d.json	(from https://ramsteinboyscouts.com/join/)
13:59:59	2266/2266	---MCZ	200	added ('OK')	text/xml	date:Sun,%2028%20Jul%202024%2017:59:58%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fjoin%2F&format=xml	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embed58ac	(from https://ramsteinboyscouts.com/join/)
13:59:59	70557/70557	---M--	200	added ('OK')	image/jpeg	etag:%22659c0c81-1139d%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/Screenshot-2024-01-08-153102-1-1024x424.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/Screenshot-2024-01-08-153102-1-1024x424.jpg	(from https://ramsteinboyscouts.com/join/)
14:00:00	121237/121237	---M--	200	added ('OK')	image/jpeg	etag:%22659c087d-1d995%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/Screenshot-2024-01-08-153600.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/Screenshot-2024-01-08-153600.jpg	(from https://ramsteinboyscouts.com/join/)
14:00:01	108180/108180	---M--	200	added ('OK')	image/jpeg	etag:%22659c089d-1a694%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/Screenshot-2024-01-08-153625.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/Screenshot-2024-01-08-153625.jpg	(from https://ramsteinboyscouts.com/join/)
14:00:03	373089/373089	---MCZ	200	added ('OK')	text/css	etag:W/%2266a1d7c3-5b161%22	https://ramsteinboyscouts.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-041562b87160e1a8de743bfe86381708.css	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-041562b87160e1a8de743bfe86381708.css	(from https://ramsteinboyscouts.com/contact/)
14:00:04	16324/16324	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2018:00:03%20GMT	https://ramsteinboyscouts.com/wp-json/wp/v2/pages/83	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/wp/v2/pages/83.json	(from https://ramsteinboyscouts.com/contact/)
14:00:05	2124/2124	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2018:00:04%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fcontact%2F	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embed25bf.json	(from https://ramsteinboyscouts.com/contact/)
14:00:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2028%20Jul%202024%2018:00:05%20GMT	https://ramsteinboyscouts.com/?p=83	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/index55e4.html	(from https://ramsteinboyscouts.com/contact/)
14:00:08	2281/2281	---MCZ	200	added ('OK')	text/xml	date:Sun,%2028%20Jul%202024%2018:00:05%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fcontact%2F&format=xml	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embed1f1d	(from https://ramsteinboyscouts.com/contact/)
14:00:09	50077/50077	---M--	200	added ('OK')	image/jpeg	etag:%22638f3398-c39d%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/Screenshot-2022-12-06-132021-1024x545.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/Screenshot-2022-12-06-132021-1024x545.jpg	(from https://ramsteinboyscouts.com/contact/)
14:00:15	40715/40715	---M--	200	added ('OK')	image/jpeg	etag:%226396e6b4-9f0b%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/silhouette-g4208661d1_1920-1024x678.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/silhouette-g4208661d1_1920-1024x678.jpg	(from https://ramsteinboyscouts.com/contact/)
14:00:23	61650/61650	---M--	200	added ('OK')	image/jpeg	etag:%22638f3704-f0d2%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/TC20180707_MR_0125_photo_SSBC-edited-1024x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/TC20180707_MR_0125_photo_SSBC-edited-1024x1024.jpg	(from https://ramsteinboyscouts.com/contact/)
14:00:25	117/117	---MCZ	200	added ('OK')	text/plain	date:Sun,%2028%20Jul%202024%2018:00:23%20GMT	http://ramsteinboyscouts.com/robots.txt		(from https://ramsteinboyscouts.com/)
14:00:26	97243/97243	---M--	200	added ('OK')	image/jpeg	etag:%22638f3514-17bdb%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/Showing-off-edited.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/Showing-off-edited.jpg	(from https://ramsteinboyscouts.com/contact/)
14:01:03	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-61e0632c5ae20%22	http://ramsteinboyscouts.com/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.eot	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.eot	(from https://ramsteinboyscouts.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-041562b87160e1a8de743bfe86381708.css)
14:01:43	477959/477959	---M--	200	added ('OK')	image/jpeg	etag:%22638f3313-74b07%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/0B0A7969_photo_SBBC-scaled.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/0B0A7969_photo_SBBC-scaled.jpg	(from https://ramsteinboyscouts.com/contact/)
14:01:59	717873/717873	---M--	200	added ('OK')	image/jpeg	etag:%22638f360f-af431%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/R-edited-scaled.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/R-edited-scaled.jpg	(from https://ramsteinboyscouts.com/contact/)
